symbol,sign,prior,open,high,low,last,change,percentChange,totalVolume,marketCap,industryName,sectorName
ROH,,3.48,3.5,3.52,3.46,3.48,0.0,0.0,425500.0,3267431970.84,SERVICE,TOURISM
SHANG,,56.0,55.0,57.0,54.5,55.5,-0.5,-0.8928571428571429,26240.0,7280000000.0,SERVICE,TOURISM
SHR,,4.08,4.1,4.12,4.06,4.08,0.0,0.0,6602221.0,14662051200.0,SERVICE,TOURISM
VRANDA,,7.4,7.4,7.5,7.4,7.5,0.1,1.3513513513513513,647005.0,2365644372.8,SERVICE,TOURISM
AAV,,3.06,3.06,3.08,3.04,3.06,0.0,0.0,36260845.0,37222714281.78,SERVICE,TRANS
AOT,,76.25,76.0,76.5,75.0,75.0,-1.25,-1.639344262295082,38724794.0,1089284625000.0,SERVICE,TRANS
ASIMAR,,1.8,1.8,1.8,1.79,1.8,0.0,0.0,116817.0,464923956.6,SERVICE,TRANS
B,,0.4,0.4,0.42,0.4,0.4,0.0,0.0,9459473.0,1384103679.6,SERVICE,TRANS
BA,,13.6,13.8,13.8,13.2,13.4,-0.2,-1.4705882352941178,3486731.0,28560000000.0,SERVICE,TRANS
BEM,,9.7,9.7,9.85,9.6,9.8,0.1,1.0309278350515463,70097096.0,148264500000.0,SERVICE,TRANS
BIOTEC,,0.93,0.93,0.96,0.92,0.93,0.0,0.0,39884835.0,2839524626.91,SERVICE,TRANS
BTS,,8.5,8.5,8.55,8.4,8.4,-0.1,-1.1764705882352942,24556937.0,111924926927.0,SERVICE,TRANS
BTSGIF,,3.82,3.82,3.84,3.8,3.82,0.0,0.0,1897022.0,22110160000.0,SERVICE,TRANS
DMT,,11.0,11.1,11.2,10.8,10.9,-0.1,-0.9090909090909091,1147597.0,12993560800.0,SERVICE,TRANS
III,,13.1,13.2,13.2,13.0,13.2,0.1,0.7633587786259542,801246.0,9072174230.4,SERVICE,TRANS
JWD,XD,21.2,21.1,21.1,20.6,20.8,-0.4,-1.8867924528301887,4196233.0,21623998791.6,SERVICE,TRANS
KEX,,18.5,18.5,18.6,18.4,18.4,-0.1,-0.5405405405405406,2171082.0,32237674500.0,SERVICE,TRANS
KIAT,,0.47,0.48,0.48,0.47,0.48,0.01,2.127659574468085,206551.0,1452492079.6,SERVICE,TRANS
KWC,,242.0,244.0,245.0,244.0,245.0,3.0,1.2396694214876034,300.0,1452000000.0,SERVICE,TRANS
MENA,,1.65,1.64,1.71,1.62,1.71,0.06,3.6363636363636362,10259665.0,1211100000.0,SERVICE,TRANS
NOK,"SP, NP, NC",1.04,,,,,,,,,SERVICE,TRANS
NYT,,3.44,3.5,3.5,3.44,3.48,0.04,1.1627906976744187,434118.0,4265600000.0,SERVICE,TRANS
PORT,,2.16,2.16,2.18,2.14,2.16,0.0,0.0,49317.0,1311551853.12,SERVICE,TRANS
PRM,,7.05,7.05,7.2,7.0,7.15,0.1,1.4184397163120568,4078244.0,17625000000.0,SERVICE,TRANS
PSL,,16.4,16.4,16.5,16.0,16.1,-0.3,-1.829268292682927,8308084.0,25572386536.8,SERVICE,TRANS
RCL,,31.0,31.25,31.5,30.75,30.75,-0.25,-0.8064516129032258,2948494.0,25691250000.0,SERVICE,TRANS
TFFIF,,7.7,7.7,7.7,7.65,7.65,-0.05,-0.6493506493506493,418765.0,35189000000.0,SERVICE,TRANS
THAI,"SP, NP, NC",3.32,,,,,,,,,SERVICE,TRANS
TSTE,,7.1,7.15,7.2,7.15,7.2,0.1,1.408450704225352,28009.0,2721622985.1,SERVICE,TRANS
TTA,,8.25,8.25,8.4,8.2,8.2,-0.05,-0.6060606060606061,5633220.0,15035332653.0,SERVICE,TRANS
WICE,,10.2,10.3,10.5,10.2,10.3,0.1,0.9803921568627451,3933305.0,6649374900.0,SERVICE,TRANS
CCET,,2.32,2.32,2.36,2.32,2.32,0.0,0.0,1066053.0,12496319193.6,TECH,ETRON
DELTA,,722.0,726.0,876.0,718.0,830.0,108.0,14.958448753462603,23557640.0,900609525308.0,TECH,ETRON
HANA,,52.25,52.5,53.0,51.25,51.5,-0.75,-1.4354066985645932,13433000.0,42054920435.0,TECH,ETRON
KCE,,46.75,46.75,47.5,46.25,46.5,-0.25,-0.5347593582887701,22449277.0,55256891613.0,TECH,ETRON
METCO,,283.0,283.0,284.0,283.0,283.0,0.0,0.0,3779.0,5914162300.0,TECH,ETRON
NEX,,18.1,18.2,18.4,18.1,18.3,0.2,1.1049723756906078,2151262.0,30307590431.0,TECH,ETRON
SMT,,5.1,5.1,5.2,5.0,5.05,-0.05,-0.9803921568627451,3550817.0,4292727023.1,TECH,ETRON
SVI,,9.8,9.8,9.9,9.6,9.65,-0.15,-1.530612244897959,5029289.0,21101458254.8,TECH,ETRON
TEAM,,7.75,7.85,8.0,7.75,7.8,0.05,0.6451612903225806,16784157.0,4937241233.75,TECH,ETRON
ADVANC,,196.0,196.0,197.0,194.5,195.0,-1.0,-0.5102040816326531,6036469.0,582945108256.0,TECH,ICT
AIT,,6.5,6.5,6.85,6.45,6.8,0.3,4.615384615384615,11645377.0,8652314781.5,TECH,ICT
ALT,,2.3,2.3,2.34,2.28,2.32,0.02,0.8695652173913043,622401.0,2604123063.7,TECH,ICT
AMR,,4.06,4.04,4.08,4.04,4.06,0.0,0.0,55300.0,2436000000.0,TECH,ICT
BLISS,"SP, NP, NC",0.14,,,,,,,,,TECH,ICT
DIF,,13.2,13.3,13.3,13.2,13.2,0.0,0.0,5677086.0,140337829434.0,TECH,ICT
DTAC,,46.75,47.0,47.0,46.25,46.75,0.0,0.0,7781481.0,110695164250.0,TECH,ICT
DTCENT,,2.12,2.14,2.18,2.12,2.12,0.0,0.0,8271235.0,2554600000.0,TECH,ICT
FORTH,,33.25,33.25,33.5,32.25,32.25,-1.0,-3.007518796992481,1879256.0,31920000000.0,TECH,ICT
HUMAN,,11.0,11.0,11.1,11.0,11.1,0.1,0.9090909090909091,194739.0,9541879336.0,TECH,ICT
ILINK,,6.9,6.9,7.0,6.85,6.95,0.05,0.7246376811594203,1092319.0,3751063042.5,TECH,ICT
INET,,5.25,5.25,5.25,5.1,5.15,-0.1,-1.9047619047619047,1304489.0,2625218268.75,TECH,ICT
INSET,,3.18,3.2,3.24,3.2,3.2,0.02,0.6289308176100629,3095300.0,2385528868.98,TECH,ICT
INTUCH,,77.5,77.5,78.0,77.25,77.25,-0.25,-0.3225806451612903,5139876.0,248518295587.5,TECH,ICT
ITEL,,3.62,3.62,3.64,3.58,3.58,-0.04,-1.1049723756906078,3261883.0,4759314179.88,TECH,ICT
JAS,,2.18,2.18,2.22,2.18,2.2,0.02,0.9174311926605505,11524829.0,18732339034.78,TECH,ICT
JASIF,,8.05,8.05,8.1,8.0,8.05,0.0,0.0,4872314.0,64400000000.0,TECH,ICT
JMART,,41.5,41.25,41.75,40.75,40.75,-0.75,-1.8072289156626506,6010236.0,59218527961.5,TECH,ICT
JTS,,44.5,44.25,44.75,42.75,44.0,-0.5,-1.1235955056179776,1039427.0,31437349850.0,TECH,ICT
MFEC,,7.9,7.9,7.95,7.8,7.95,0.05,0.6329113924050633,381829.0,3487483084.5,TECH,ICT
MSC,,9.4,9.45,9.5,9.4,9.4,0.0,0.0,60604.0,3384000000.0,TECH,ICT
PT,,6.75,6.7,6.75,6.7,6.75,0.0,0.0,607861.0,1916250358.5,TECH,ICT
SAMART,,5.65,5.65,5.65,5.5,5.55,-0.1,-1.7699115044247788,3157300.0,5686748407.95,TECH,ICT
SAMTEL,,6.9,6.9,6.9,6.8,6.9,0.0,0.0,187901.0,4264200000.0,TECH,ICT
SDC,,0.16,0.16,0.19,0.15,0.19,0.03,18.75,83275778.0,2235978424.64,TECH,ICT
SIS,,25.5,25.5,26.75,25.5,26.0,0.5,1.9607843137254901,694434.0,8930065702.5,TECH,ICT
SKY,,11.2,11.2,13.5,11.2,12.7,1.5,13.392857142857142,21146027.0,6991785640.0,TECH,ICT
SVOA,,2.44,2.44,2.5,2.44,2.48,0.04,1.639344262295082,905825.0,1725080000.0,TECH,ICT
SYMC,,6.2,6.2,6.2,6.15,6.15,-0.05,-0.8064516129032258,80000.0,2688660299.4,TECH,ICT
SYNEX,,15.9,16.0,16.6,16.0,16.4,0.5,3.1446540880503147,4934430.0,13473043175.4,TECH,ICT
THCOM,,14.4,14.4,14.6,14.0,14.4,0.0,0.0,14558719.0,15783868137.6,TECH,ICT
TKC,,18.4,18.4,18.8,18.4,18.6,0.2,1.0869565217391304,146300.0,5520000000.0,TECH,ICT
TRUE,,4.88,4.86,4.88,4.84,4.84,-0.04,-0.819672131147541,37959010.0,162836793068.88,TECH,ICT
TWZ,,0.06,0.06,0.07,0.06,0.07,0.01,16.666666666666668,4812526.0,1191581853.3,TECH,ICT
